DEPARTAMENTO,MUNICIPIO,DISTRITO,ESTABLECIMIENTO,ESTABLECIMIENTO_NORM,DIRECCION,DIRECCION_NORM,TELEFONO,TELEFONO_ESTD,TELEFONOS_LIST,CODIGO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,PORCENTAJE_FALTANTE,CLAVE_BLOQUEO
GUATEMALA,AMATITLAN,01-201,COLEGIO BILINGUE CORBAN,BILINGUE CORBAN,"9A. CALLE 13-09, BARRIO HOSPITAL",9A CALLE 13 09 BARRIO HOSPITAL,66330053,66330053,66330053,01-14-0133-46,GLADYS JHOANA SALGUERO CARBALLO,MIRTALA ILEANA ACEITUNO BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|BILINGUE CORBAN|9A CALLE 13 
GUATEMALA,AMATITLAN,01-201,COLEGIO BILINGUE CORBAN,BILINGUE CORBAN,GRANJA SANTA EMILIA CALLEJON MALENA LOTE 73 A,GRANJA SANTA EMILIA CALLEJON MALENA LOTE 73 A,66330162,66330162,66330162,01-14-0023-46,GLADYS JHOANA SALGUERO CARBALLO,SERGIO DE LOS RIOS DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|BILINGUE CORBAN|GRANJA SANTA
GUATEMALA,AMATITLAN,01-202,COLEGIO BILINGUE K IYB AL,BILINGUE K IYB AL,"LOTES 1 Y 2, COLONIAS LAS NINFAS",LOTES 1 Y 2 COLONIAS LAS NINFAS,66334631,66334631,66334631,01-14-0066-46,ELSA PATRICIA DE LEON MEJIA,JORGE ANTULIO PALACIOS LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|BILINGUE K IYB A|LOTES 1 Y 2 
GUATEMALA,AMATITLAN,01-203,COLEGIO BILINGUE MONTE SOFIA,BILINGUE MONTE SOFIA,"1A. AVENIDA 2-02, RESIDENCIALES EL PRADO",1A AVENIDA 2 02 RESIDENCIALES EL PRADO,66330748-52179627,66330748,66330748,01-14-9844-46,ANGELA PATRICIA PU GRIJALVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,AMATITLAN|BILINGUE MONTE S|1A AVENIDA 2
GUATEMALA,AMATITLAN,01-201,COLEGIO MIXTO  CIENCIAS COMERCIALES,CIENCIAS COMERCIALES,LOTE NO. I COLONIA VALLE VERDE II,LOTE NO I COLONIA VALLE VERDE II,66333291,66333291,66333291,01-14-9704-46,GLADYS JHOANA SALGUERO CARBALLO,JORGE ANTONIO ZIMERI AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CIENCIAS COMERCI|LOTE NO I CO
GUATEMALA,AMATITLAN,01-202,LICEO COLONIAL,COLONIAL,"8 CALLE 3-22 BARRIO SAN ANTONIO, AMATITLAN, GUATEMALA",8 CALLE 3 22 BARRIO SAN ANTONIO AMATITLAN GUATEMALA,66330217,66330217,66330217,01-14-0146-46,ELSA PATRICIA DE LEON MEJIA,JEWISSON ALFREDO MOHAMED IXCOY SESÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|COLONIAL|8 CALLE 3 22
GUATEMALA,AMATITLAN,01-202,LICEO COLONIAL,COLONIAL,8A. CALLE 3-22 BARRIO SAN ANTONIO,8A CALLE 3 22 BARRIO SAN ANTONIO,66330217,66330217,66330217,01-14-0196-46,ELSA PATRICIA DE LEON MEJIA,MAURICIO JAVIER RODRÍGUEZ AYALA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|COLONIAL|8A CALLE 3 2
GUATEMALA,AMATITLAN,01-202,"LICEO CRISTIANO ""ANTIOQUÍA""","CRISTIANO ""ANTIOQUIA""","5 AVE FINAL 15-57, CANTON INGENIO",5 AVE FINAL 15 57 CANTON INGENIO,66331286,66331286,66331286,01-14-3055-46,ELSA PATRICIA DE LEON MEJIA,EFRAÍN ESTEBAN HERNÁNDEZ CALDERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,"AMATITLAN|CRISTIANO ""ANTIO|5 AVE FINAL "
GUATEMALA,AMATITLAN,01-411,"COLEGIO MIXTO CRISTIANO ""JIREH""","CRISTIANO ""JIREH""",3 AVENIDA 2-45 COLONIA VILLA ALBORADA,3 AVENIDA 2 45 COLONIA VILLA ALBORADA,52555569,52555569,52555569,01-14-0139-46,JUAN ENRIQUE MARTINEZ SOLANO,KARLA VICTORIA DE LA CRUZ  DE JIMENEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,0.0,"AMATITLAN|CRISTIANO ""JIREH|3 AVENIDA 2 "
GUATEMALA,AMATITLAN,01-411,"LICEO MIXTO CRISTIANO ""JIREH""","CRISTIANO ""JIREH""","3A. AVENIDA 2-45, COLONIA VILLA ALBORADA",3A AVENIDA 2 45 COLONIA VILLA ALBORADA,66690302,66690302,66690302,01-14-0141-46,JUAN ENRIQUE MARTINEZ SOLANO,KARLA VICTORIA DE LA CRUZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,0.0,"AMATITLAN|CRISTIANO ""JIREH|3A AVENIDA 2"
GUATEMALA,AMATITLAN,01-202,"LICEO MIXTO CRISTIANO ""JIREH""","CRISTIANO ""JIREH""","3ERA. AVENIDA 2-45, COLONIA VILLA ALBORADA",3ERA AVENIDA 2 45 COLONIA VILLA ALBORADA,66332946,66332946,66332946,01-14-0114-46,ELSA PATRICIA DE LEON MEJIA,KARLA VICTORIA DE LA CRUZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,"AMATITLAN|CRISTIANO ""JIREH|3ERA AVENIDA"
GUATEMALA,AMATITLAN,01-201,COLEGIO CRISTIANO 'EL SHADDAI AMATITLANECO',CRISTIANO 'EL SHADDAI AMATITLANECO',5A. AVENIDA 4-22,QUINTA AVENIDA 4 22,24505706,24505706,24505706,01-14-9534-46,GLADYS JHOANA SALGUERO CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE|MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,AMATITLAN|CRISTIANO 'EL SH|QUINTA AVENI
GUATEMALA,AMATITLAN,01-202,LICEO MIXTO CRISTIANO 'JIREH',CRISTIANO 'JIREH',"3 A. AVENIDA, 2-45, VILLA ALBORADA,",3 A AVENIDA 2 45 VILLA ALBORADA,66334552,66334552,66334552,01-14-8050-46,ELSA PATRICIA DE LEON MEJIA,KARLA VICTORIA DE LA CRUZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO 'JIREH|3 A AVENIDA 
GUATEMALA,AMATITLAN,01-202,LICEO MIXTO CRISTIANO 'JIREH',CRISTIANO 'JIREH',"3A. AVENIDA 2-45, COLONIA VILLA ALBORADA",3A AVENIDA 2 45 COLONIA VILLA ALBORADA,66690302,66690302,66690302,01-14-8051-46,ELSA PATRICIA DE LEON MEJIA,KARLA VICTORIA DE LA CRUZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO 'JIREH|3A AVENIDA 2
GUATEMALA,AMATITLAN,01-202,LICEO CRISTIANO ANTIOQUIA,CRISTIANO ANTIOQUIA,"5A. AVENIDA FINAL 15-57, CANTON INGENIO",QUINTA AVENIDA FINAL 15 57 CANTON INGENIO,66331286,66331286,66331286,01-14-0070-46,ELSA PATRICIA DE LEON MEJIA,EVELYN EUNICE DÍAZ GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO ANTIOQ|QUINTA AVENI
GUATEMALA,AMATITLAN,01-203,LICEO CRISTIANO BETH SHALOM,CRISTIANO BETH SHALOM,"CALLE C, LOTE 106, COLONIA LUPITA",CALLE C LOTE 106 COLONIA LUPITA,66334509,66334509,66334509,01-14-0085-46,ANGELA PATRICIA PU GRIJALVA,CELIA MARINA ALVAREZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO BETH S|CALLE C LOTE
GUATEMALA,AMATITLAN,01-411,LICEO CRISTIANO BETH SHALOM,CRISTIANO BETH SHALOM,CALZADA ASIOLE,CALZADA ASIOLE,66334501,66334501,"66334501,41545301,41548250",01-14-6828-46,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE|DOBLE|SIN JORNADA|MATUTINA|VESPERTINA|NOCTURNA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,AMATITLAN|CRISTIANO BETH S|CALZADA ASIO
GUATEMALA,AMATITLAN,01-203,LICEO CRISTIANO BETH SHALOM,CRISTIANO BETH SHALOM,"FINCA LA VEGA, LOTE 1, BARRIO INGENIO",FINCA LA VEGA LOTE 1 BARRIO INGENIO,41548250,41548250,41548250,01-14-0054-46,ANGELA PATRICIA PU GRIJALVA,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO BETH S|FINCA LA VEG
GUATEMALA,AMATITLAN,01-203,LICEO CRISTIANO BETH SHALOM SUR,CRISTIANO BETH SHALOM SUR,"LOTE 1 Y 2 FINCA LA VEGA, ENTRADA A LA COLONIA GONZALEZ, BARRIO INGENIO",LOTE 1 Y 2 FINCA LA VEGA ENTRADA A LA COLONIA GONZALEZ BARRIO INGENIO,41545301,41545301,"41545301,41548250",01-14-0157-46,ANGELA PATRICIA PU GRIJALVA,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO BETH S|LOTE 1 Y 2 F
GUATEMALA,AMATITLAN,,COLEGIO CRISTIANO CAMINO DE VIDA,CRISTIANO CAMINO DE VIDA,LOTE 17 SECCION C COLONIA SAN JORGE,LOTE 17 SECCION C COLONIA SAN JORGE,,66332734,66332734,01-14-7808-46,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,23.52941176470588,AMATITLAN|CRISTIANO CAMINO|LOTE 17 SECC
GUATEMALA,AMATITLAN,01-629,COLEGIO CRISTIANO NISI AMATITLANECO,CRISTIANO NISI AMATITLANECO,5TA. AVENIDA 4-22,QUINTA AVENIDA 4 22,66331243,66331243,66331243,01-14-0060-46,JORGE ALFONSO REYES DE PAZ,JUANA PATRICIA ECHEVERRÍA PECH,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO NISI A|QUINTA AVENI
GUATEMALA,AMATITLAN,01-203,COLEGIO CRISTIANO PALABRA DE VIDA,CRISTIANO PALABRA DE VIDA,3A. AVENIDA 12-00 BARRIO SAN ANTONIO,3A AVENIDA 12 00 BARRIO SAN ANTONIO,46678751,46678751,46678751,01-14-0162-46,ANGELA PATRICIA PU GRIJALVA,BRENDA YANNET CRUZ ORREGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO PALABR|3A AVENIDA 1
GUATEMALA,AMATITLAN,01-201,LICEO MIXTO CRISTIANO PENIEL,CRISTIANO PENIEL,"0 CALLE, 5-55, COLONIA VALLE VERDE II",0 CALLE 5 55 COLONIA VALLE VERDE II,66330043,66330043,"66330043,42766507",01-14-0122-46,GLADYS JHOANA SALGUERO CARBALLO,MARLENI MARIBEL ENCARNACIÓN PORTELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CRISTIANO PENIEL|0 CALLE 5 55
GUATEMALA,AMATITLAN,01-411,COLEGIO CRISTIANO  UN NUEVO DIA,CRISTIANO UN NUEVO DIA,2A. AVENIDA 8-71 BARRIO SAN ANTONIO,2A AVENIDA 8 71 BARRIO SAN ANTONIO,,SIN_TELEFONO,,01-14-9538-46,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA|VESPERTINA,DOMINICAL,GUATEMALA SUR,11.76470588235294,AMATITLAN|CRISTIANO UN NUE|2A AVENIDA 8
GUATEMALA,AMATITLAN,01-203,LICEO CULTURA DE AMATITLAN,CULTURA DE AMATITLAN,4A. AVENIDA 5-34 ZONA 1,4A AVENIDA 5 34 ZONA 1,66331272,66331272,66331272,01-14-8578-46,ANGELA PATRICIA PU GRIJALVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE|NOCTURNA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,AMATITLAN|CULTURA DE AMATI|4A AVENIDA 5
GUATEMALA,AMATITLAN,01-411,COLEGIO MIXTO CULTURA,CULTURA,4A. AVENIDA 5-34,4A AVENIDA 5 34,66331272,66331272,"66331272,66332838",01-14-3056-46,JUAN ENRIQUE MARTINEZ SOLANO,IRIS MARICLÓ MORALES LUNA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CULTURA|4A AVENIDA 5
GUATEMALA,AMATITLAN,01-203,COLEGIO MIXTO CULTURA,CULTURA,4TA. AVENIDA 5-34,4TA AVENIDA 5 34,66332838,66332838,66332838,01-14-6800-46,ANGELA PATRICIA PU GRIJALVA,JHOPSY MIREYRA CASTILLO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|CULTURA|4TA AVENIDA 
GUATEMALA,AMATITLAN,01-201,ESCUELA DE CIENCIAS COMERCIALES ADSCRITO AL INEB.,DE CIENCIAS COMERCIALES ADSCRITO AL INEB,CONTIGUO AL ESTADIO MUNICIPAL DE AMATITLAN,CONTIGUO AL ESTADIO MUNICIPAL DE AMATITLAN,66335638,66335638,66335638,01-14-1922-46,GLADYS JHOANA SALGUERO CARBALLO,ARACELY  MARTÍNEZ GÓMEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE CIENCIAS COME|CONTIGUO AL 
GUATEMALA,AMATITLAN,01-411,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,DE COMPUTACION INFORMATICA,"2A. AVENIDA, 12-44 CANTON SAN ANTONIO",2A AVENIDA 12 44 CANTON SAN ANTONIO,,SIN_TELEFONO,,01-14-0016-46,JUAN ENRIQUE MARTINEZ SOLANO,JOSE LUIS FERNANDEZ ROMANO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE|DOBLE|MATUTINA|VESPERTINA,FIN DE SEMANA,GUATEMALA SUR,5.88235294117647,AMATITLAN|DE COMPUTACION I|2A AVENIDA 1
GUATEMALA,AMATITLAN,01-629,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO,DE DESARROLLO INFORMATICO Y CIENTIFICO,"CALLE ""C"" LOTE 129, COLONIA LUPITA","CALLE ""C"" LOTE 129 COLONIA LUPITA",66333117,66333117,66333117,01-14-9267-46,JORGE ALFONSO REYES DE PAZ,CARLOS ENRIQUE CHARRO LIMA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,0.0,"AMATITLAN|DE DESARROLLO IN|CALLE ""C"" LO"
GUATEMALA,AMATITLAN,01-629,COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN,DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,"CALLE C, LOTE 129 COLONIA LUPITA",CALLE C LOTE 129 COLONIA LUPITA,66331401,66331401,"66331401,66333117",01-14-0108-46,JORGE ALFONSO REYES DE PAZ,CARLOS ENRIQUE CHARRO LIMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE DESARROLLO IN|CALLE C LOTE
GUATEMALA,AMATITLAN,01-629,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,DE EDUCACION BASICA Y DIVERSIFICADO,"CALLE REAL AL LAGO 2-05, BARRIO LA CRUZ",CALLE REAL AL LAGO 2 05 BARRIO LA CRUZ,66330859,66330859,66330859,01-14-0068-46,JORGE ALFONSO REYES DE PAZ,DELIA ALEJANDRA ROLDÁN GÁLVEZ DE BLANCO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION BAS|CALLE REAL A
GUATEMALA,AMATITLAN,01-641,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,DE EDUCACION BASICA Y DIVERSIFICADA,"CALLE REAL DEL LAGO, 2-05, BARRIO LA CRUZ",CALLE REAL DEL LAGO 2 05 BARRIO LA CRUZ,54181066,54181066,54181066,01-14-0183-46,MILTON ALONSO ALVAREZ FUENTES,GLADYS ANDREA GONZÁLEZ CABRERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION BAS|CALLE REAL D
GUATEMALA,AMATITLAN,01-218,INSTITUTO DE EDUCACION POR COOPERATIVA DE ENSEÑANZA EMANUEL,DE EDUCACION DE ENSENANZA EMANUEL,"5A. AVENIDA FINAL, CANTON INGENIO",QUINTA AVENIDA FINAL CANTON INGENIO,66337693,66337693,66337693,01-14-0164-46,BENIGNO ISAIAS DE LEON OROZCO,NERY JONÁS MIRANDA HERNÁNDEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION DE |QUINTA AVENI
GUATEMALA,AMATITLAN,01-,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,2A AVE. 7-43,2A AVE 7 43,,SIN_TELEFONO,,01-14-1923-46,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,11.76470588235294,AMATITLAN|DE EDUCACION DIV|2A AVE 7 43
GUATEMALA,AMATITLAN,01-,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MODERNO  AMATITLAN,DE EDUCACION DIVERSIFICADA MODERNO AMATITLAN,2A AVENIDA 2 CALLE 1-46,2A AVENIDA 2 CALLE 1 46,,SIN_TELEFONO,,01-14-2424-46,MARIA FELICITA ROQUE CARRERA,MARIA DEL ROSARIO LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR,5.88235294117647,AMATITLAN|DE EDUCACION DIV|2A AVENIDA 2
GUATEMALA,AMATITLAN,01-218,"INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA ""LOS CERRITOS""","DE EDUCACION DIVERSIFICADA DE ENSENANZA ""LOS CERRITOS""","ALDEA EL CERRITO, CARRETERA AL LAGO, KILÓMETRO 36.5, LOTE C-13",ALDEA EL CERRITO CARRETERA AL LAGO KILOMETRO 36 5 LOTE C 13,41804292,41804292,41804292,01-14-0132-46,BENIGNO ISAIAS DE LEON OROZCO,GLENDA ROSIBEL ROLDÁN GÁLVEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION DIV|ALDEA EL CER
GUATEMALA,AMATITLAN,01-218,"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA ""PLAYA LINDA""","DE EDUCACION DIVERSIFICADA DE ENSENANZA ""PLAYA LINDA""","ALDEA TACATÓN COLONIA PLAYA LINDA BELEN, LOTE 4 KM.32.8 CIRCUNVALACION AL LAGO MUNICIPIO DE AMATITLAN",ALDEA TACATON COLONIA PLAYA LINDA BELEN LOTE 4 KILOMETRO 32 8 CIRCUNVALACION AL LAGO MUNICIPIO DE AMATITLAN,58745258,58745258,58745258,01-14-0210-46,BENIGNO ISAIAS DE LEON OROZCO,CLARA VIVI ALVAREZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION DIV|ALDEA TACATO
GUATEMALA,AMATITLAN,01-202,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,"SECTOR 3, LOTE 68  A ALDEA SAN JOSE CALDERAS",SECTOR 3 LOTE 68 A ALDEA SAN JOSE CALDERAS,5510735,SIN_TELEFONO,,01-14-0209-46,ELSA PATRICIA DE LEON MEJIA,BRENDA ISOLDA CONTRERAS ALVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION DIV|SECTOR 3 LOT
GUATEMALA,AMATITLAN,01-202,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,"7MA. CALLE 1-45 COLONIA VILLAS DEL RIO,",SÉPTIMA CALLE 1 45 COLONIA VILLAS DEL RIO,59656582,59656582,59656582,01-14-0027-46,ELSA PATRICIA DE LEON MEJIA,JOSUE RENATO GARCIA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE EDUCACION DIV|SÉPTIMA CALL
GUATEMALA,AMATITLAN,01-411,CENTRO DE FORMACION INTEGRAL 'CENFIN',DE FORMACION INTEGRAL 'CENFIN',"8A. AVENIDA Y 2A. CALLE LOTE 83 COLONIA SAN JOSE, BARRIO SAN LORENZO",8A AVENIDA Y 2A CALLE LOTE 83 COLONIA SAN JOSE BARRIO SAN LORENZO,66332463,66332463,66332463,01-14-8507-46,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,5.88235294117647,AMATITLAN|DE FORMACION INT|8A AVENIDA Y
GUATEMALA,AMATITLAN,01-641,ESCUELA NACIONAL DE FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES,DE FORMACION SECRETARIAL ADSCRITA A LA DE CIENCIAS COMERCIALES,CALLE REAL AL LAGO CONTIGUO AL ESTADIO MUNICIPAL,CALLE REAL AL LAGO CONTIGUO AL ESTADIO MUNICIPAL,59232118,59232118,59232118,01-14-9673-46,MILTON ALONSO ALVAREZ FUENTES,CLAUDIA VICTORIA MAZARIEGOS REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE FORMACION SEC|CALLE REAL A
GUATEMALA,AMATITLAN,01-201,CENTRO EDUCATIVO DE INTERACCION EN COMPUTACION,DE INTERACCION EN COMPUTACION,6TA. AVE. CALLE C LOTE 63 COLONIA LUPITA,6TA AVE CALLE C LOTE 63 COLONIA LUPITA,58553165,58553165,"58553165,66331401",01-14-0003-46,GLADYS JHOANA SALGUERO CARBALLO,GUILLERMO  CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|DOBLE|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|DE INTERACCION E|6TA AVE CALL
GUATEMALA,AMATITLAN,01-629,COLEGIO MIXTO EL RENUEVO,EL RENUEVO,"2A. AVENIDA 9-36 , BARRIO SAN ANTONIO",2A AVENIDA 9 36 BARRIO SAN ANTONIO,56544376,56544376,56544376,01-14-0174-46,JORGE ALFONSO REYES DE PAZ,ANA NOEMÍ GIL CAÑAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,0.0,AMATITLAN|EL RENUEVO|2A AVENIDA 9
GUATEMALA,AMATITLAN,,COLEGIO EVANGELICO 'MONTE SION' (SABATINO),EVANGELICO 'MONTE SION' SABATINO,5A. AVE. 0-84,QUINTA AVE 0 84,,SIN_TELEFONO,,01-14-4008-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,23.52941176470588,AMATITLAN|EVANGELICO 'MONT|QUINTA AVE 0
